UserID,Added Tweet1,Added Tweet2,Target,New label
933647382,The man behind the event is humbly thankful to Almighty God..,"Yes I Believe.. 
There is a God.. 
#Dua 
#newdp instagram.com/p/BGM-_QBs2_S/",Atheism,AGAINST
462114432,"Overthinking? Pray.
Afraid? Pray.
Worried? Pray.
Anxious? Pray.
Depressed? Pray.
#God hears & He cares. #Jesus",Sometimes #God removes things from our lives for our own protection. #Jesus,Atheism,AGAINST
1269478950,"Long life 

Bigger you i pray

#BirthdayGirl instagram.com/p/BNEP1shgTXB/","At a Time like this when we come together

#CFCFAMILY #CFC 

#BlissfulNewWeek is all i pray… instagram.com/p/BLFlM8LABd8/",Atheism,AGAINST
15335491,Yes!! #atheism,"#storytelling, part 3: evolutions. #atheism buff.ly/29Wytv6",Atheism,FAVOR
38308265,"Man where do all these con artist come from.
You can't con an ex con. 😂
Ima pastor with street knowledge. Glory 2 God.!!",When you feel like your good deeds go unnoticed keep moving ; God sees you 💪🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻😊,Atheism,AGAINST
3266810329,God is WATCHING // this moment // in time . Very. Very. VERY... // CLOSELY ... #jesus,Daniel 12:3-4 - He (God) said in the last days .. knowledge will increase .. #Pi #jesus,Atheism,AGAINST
3033470441,"#1stYearAnniversary appreciating God for a year of relentless faithfulness of mercy,  grace, FAVOR. And glory of Rccg LGYHub @enter2much",To God be all the glory. Happy Born Day Rccg Latter Glory Youth Hub (Church). @enter2much @temiphilly @rccgoyo1youth @rccguk @RCCGworldwide,Atheism,AGAINST
958800630,it really was a tongue in cheek way if saying there is no common ground for atheism 'cept the lack of belief itself.,#atheist #brexit #Trump if there was any doubt these recent months have shown me that atheism is the only thing I have in common with some,Atheism,FAVOR
57099757,Those who listen to my message and believe in God who sent me have eternal life. ~Jesus John 5:24 #RIP2016,God's greatest gift of grace is available every single day of the year. We celebrate the Source on Christmas day. 🎄💜🎁🌟,Atheism,AGAINST
404919473,"don't know what to pray about?
thank the Lord for pursuing you
constantly
what a lover He is
#loverofmysoul #pursue","There are always nations one carries 
The Netherlands is one of 'my' nations
Pray for her today
#netherlands #pray",Atheism,AGAINST
233150076,"""For the wages of sin is death; but the gift of God is eternal life through Jesus Christ our Lord.""  Romans 6:23 KJV jesustweeters.com",~ If God is Your Co-Pilot...............switch seats. ~ jesustweeters.com #jesus,Atheism,AGAINST
115090735,"How do I see the salvation of the lord?
1.Accept His salvation Rom 10: 13
2.Put on the whole armour of God Eph 6:17","What Salvation will do for you.
7. God will guarantee your protection, fruitfulness and victory. (1 Sam 2: 1, 2 Sam 22: 3)",Atheism,AGAINST
171561479,"Who need's God when I have #Mother 
#MothersDay #MomQuotes",Freedom of religion #includes Freedom from religion @Indian_Atheists @Atheist_Krishna #atheism #ReligiousFreedom,Atheism,FAVOR
30559248,"Glenn Greenwald On New Atheism, The #NSA & Edward #Snowden #TyTArmy  ln.is/yewtu.be/i4Azb","Fear Of Atheism Explained

#Atheist  ln.is/yewtu.be/m06d6",Atheism,FAVOR
38104249,".
@taylorswift13
 donates 50k to help a child fight cancer & @ArianaGrande says #iHateAmerica to a night donut shop worker. #guessTheLoser ?",The #humanist church is the new cloth. #kissTheRing #tcot #humanism,Atheism,NONE
35627887,"Be confident and contented on this fact: the word of God will lift you above your equals if you live by it.
#faith #ccot #tcot #beleive","The word of God will lift you above your equals.
#faith #ccot #tcot #pjnet #beleive",Atheism,AGAINST
489063004,"Confess ur sins to each other, and  pray 4 each other so that u may be healed. The prayer of a righteous person is powerful & effective.","As I lay me down to sleep
I pray the Lord my country to keep.
If I die before I wake,
I pray the Lord my nation to take. 

Amen 👼👼👼👼",Atheism,AGAINST
635404938,"Fear: For I am the LORD, your God, who takes hold of your right hand and says to … (Isaiah 41:13) bibl.co/6012","We praise you, God, we praise you, for Your Name is near; people tell of Your wonderful deeds.
Psalm 75:1 
#praise",Atheism,AGAINST
442194176,Nothing compares to being in the presence of God 🙏🏾,My future wife gotta be foreign. God better bless lol,Atheism,AGAINST
219317380,#census2016 saw the largest ever growth of non-religious Irish people. Not including the Catholic Mammies deciding the family's religion 😂,@HumanismIreland have launched a campaign asking people to select 'No Religion' on April 24th. ,Atheism,FAVOR
1489300873,"My message and my preaching were not with wise and persuasive words, but with a demonstration of the Spirit's power, (1 Cor 2:4) #JESUS #GOD","For the message of the cross is foolishness to those who are perishing, but to us who are being saved it is the power of #God.(1 Cor 1:18)",Atheism,AGAINST
3033001737,If atheists truly want to critically discuss ideas of religion they should focus on the ethical message/moral courage of humanistic atheism,Perhaps more so than any other source @drphilocity's work 'Atheism Reclaimed' has been invaluable in informing my dissertation's argument!,Atheism,FAVOR
2549540509,"Rest assured, a Muslim can be a secularist. Stop confusing secularism with atheism. #OpenlySecular","Liberalism isn't atheism. On an individual level, I abide by a religion. One that I find rational.",Atheism,AGAINST
2563726591,I feel calling  this mystery the #god the #void #being etc w/o regard to the self-shattering awe these masks capture is to lose the flow,"@TonySobrado well, which God? If the judeo-Christian one, than their ideas of morality are tied into the very fabric of the cosmos",Atheism,AGAINST
495602226,"God @Kurt Eichenwald, you are the epitome of the old saying of ""NONE are so blind as those who refuse to see!"" @HRC earned her loss. Period.","Don't forget Leonard Cohen, God...please and thank you🙏🏽",Atheism,FAVOR
334325106,"When Colin Murray woke up,hungover,with a strange woman & said he'd spend the day with her, little did he know it was Heather Watson's mum.",#WWC2015 The only justified pen of the semi finals was missed by Germany's Sasic. #hardtoughcrustyshit,Atheism,NONE
456636692,"""@ExposeMediaBias Mocks God while using the #pray hashtag. Wonder what else useful he'll do""

+ Exciting, isn't it?",I never realised how many people you would annoy by mocking 'pray for' hash tags. Why haven't I done this before?,Atheism,FAVOR
497964337,@washingtonpost @phscoop if god wanted the pope dead he would be dead already; but seriously its an old dude dressed in pajamas and cap...xD,"Will be posting a screenshot note..didnt have enough characters for these.
#spirit #God #Archangel #Spiritualism #spirituality",Atheism,AGAINST
3004439539,".@PastorJoeDawson on #Periscope: #GOD Is about to #Reset your Life, Ministry, Relationships & Business! 🔥 Restore .. pscp.tv/w/azMgeTc2NDAzNDZ8MW…","MT @jstines3: STOP GRINCHES in DC from stealing our GOD GIVEN Constitutional rights! 
#ReinInDC
#COSProject 
#PJNET",Atheism,AGAINST
223185716,"W I S D O M. 

#thesmokingprophet #happymonday #proverbs #wisdom #prayer #pray #inJesusName #God… instagram.com/p/BN6421bjo5j/",.@cindyjacobs on #Periscope: Welcome to home!  Let's talk about the elections and get ready to pray! 🇺🇸👠👠 pscp.tv/w/au_J6zcyNzU1NzV8MU…,Atheism,AGAINST
323385721,"The first letter in God's name is the Hebrew letter Yod [ י ]. Yod means “a hand.” In fact, the letter is formed... fb.me/6CBtyjffS",Even God will not scorn a bruised and broken heart.- Achad Ha'am,Atheism,AGAINST
26350601,I swear this lot are not so informed. Ask them a simple question and they'll call everything but a child of God. 😂,"One day humanity will come under attack from zombies and Aliens from God knows where, and there will be someone who will defend their rights",Atheism,AGAINST
92728914,"Today, I will pray for the serenity that will let me see when my sisters have the same journey in their hearts as I.","Today I will pray for the wisdom to stay close to my spiritual source, the Creator Spirit.",Atheism,AGAINST
424531790,The Pharisees were literally living in the middle of revival and missed it because the 'move of God' didn't look the way they expected.,I love what God's doing in the lives of this students! #UrbanaRevolution #EvenMore #ShareIt fb.me/5RGMSYgsV,Atheism,AGAINST
61321567,An original worship chorus remake: “Who is the King of Glory?” ♫ ht.ly/CU3g303Nk4l #Tworship,.@aheartforgod 's entire Book of Revelation series (my most clicked on blog and video posts of all time) → aheartforgod.org/category/bo…,Atheism,AGAINST
81127761,"Happy Sunday friends...... *Remember,  it is better to sit in a BOAT thinking about GOD than to sit in a church thinking about FISHING*","Robbers be like ""God sent me to rob thee"" ........don't get me wrong pls fb.me/4ks9tvqGW",Atheism,AGAINST
384316868,"There is zero evidence to support your personal experience of god as anything but a hallucination.

#atheist","God tells how to test other gods (Isaiah 41:21-24)
But then says don't test him (Luke 4:12)
HOLY FUCKING HYPOCRISY BATMAN!
#atheism #atheist",Atheism,FAVOR
3064348854,"""God believes you're worth restoring""~@SISTASinZION 
#yasss #lds #mormon","""The Gospel is God's gift to guide us through our lives""
#TellUsYourTestimony-How does the gospel help you daily?#lds",Atheism,AGAINST
27761892,"""If man is wrong about God, then he is bound to be wrong about himself."" ~A. W. Tozer #Jesus #Quote #FB #TeamJesus #Atheism",PROOFS FOR THE EXISTENCE OF GOD (St. Thomas Aquinas 5 Ways) - bit.ly/NfoiO0  #atheism #Atheists #TeamJesus #God,Atheism,AGAINST
15726358,"Micah 6:8 ..what does the lord require of you? To act justly, to love mercy &to walk humbly with your God jesustweeters.com","The LORD your God is with you, he is mighty to save ..he will rejoice over you with singing. Zeph 3:17 jesustweeters.com",Atheism,AGAINST
423967218,"Actually, it's not true love. It's delusional erotomania, and may be a sign of significant psychopathology. #atheism","""We're sorry. You have reached a number that has never existed. Please hang up and never call again."" #atheism",Atheism,FAVOR
46870227,"Just concluded my toast with ""God bless America"" but meant ""God help America."" My parents knew damn well what I meant.",God has revealed to me that my purpose on earth is to put his followers' belief in the intrinsic value and dignity of human life to the test,Atheism,AGAINST
543608212,Vegan ancient gods,Marvin Gaye - God Is Love- Mercy Mercy Me ( The Ecology ) yewtu.be/ui9S040GwPA,Atheism,AGAINST
154405568,"@elrow_
thanks for making fun of my religion.. fyi.. India has huge population of christians and Muslims.. top Bollywood actors are Muslim.",@bhak_sala try to understand he is the dummy god from another planet. In past he was an anunnaki descendant from heaven.asab saaf krega ;),Atheism,AGAINST
302335399,thank God for waking me up today,i know God got me,Atheism,AGAINST
2424692306,"If God is all powerful, then Satan is a two year old. Where is SuperUltrananny? #amwriting #amwritingfantasy #amwritingscifi",Am I alone in expressing compassion? #Humans #humanism #atheism,Atheism,FAVOR
513787993,"Is any sick among you? let him call for the elders of the church; and let them pray over him, James 5:14 bit.ly/2g5TapW","For this cause we also, since the day we heard it, do not cease to pray for you, and to desire that ye might be filled Colossians 1:9",Atheism,AGAINST
3163628732,"We are excited for all the graduating students of 2016! We pray that God will give them direction, purpose, and... fb.me/18I1ptTIX",Let's pray together all over this nation!   #nationaldayofprayer fb.me/1cF9x30I7,Atheism,AGAINST
3266889440,"@religulous Is it ""God's word"" until they change minds? For a religion based on sacrifice and hardship, lazy fuckers choose the easy parts.",God is an idiot. Who creates a forbidden apple tree? Had he created a forbidden thorn bush no one would have fucking eaten it. #atheism,Atheism,FAVOR
484808445,"@JackieTheJudge ""..and the oppressed women and children who pray, 'Lord, save us from these #tyRanTs'"" (#QuRaN) #cAjoLa #gUaTeMaLa","Dear #Christian* #Friend(s): should i #NOT #pray 5 times a day and #read #stUff lyKdi$ yewtu.be/RiMR1isBISc *btw, my #WiFE is 1-2 #iSLAM",Atheism,AGAINST
254405503,Terrorists attack 46 RR Army camp in Baramulla. Firing ongoing since an hour. Pray for zero casualties to our jawans.,"Happy Birthday @NarendraModi Ji,God bless you, May you live Longer & Stay Stronger. INDIA needs U
#HappyBdayPMModi",Atheism,AGAINST
331313453,"John 3:16

""For God so loved the world that he gave his one and only Son, that whoever believes in him shall not... fb.me/6gfC3zP1E",The world is waiting to hear your story. Start sharing it and let us populate the kingdom of God fb.me/8eizQveC4,Atheism,AGAINST
60935743,@ShawnTheAtheist @reasonandlogic Atheism is a sect.,Too funny not too. #atheism #evolution instagram.com/p/BC1GAedHRkE/,Atheism,AGAINST
3315650567,Always a pleasure.  God Bless your evening all!  #carechat,"Dear God, please give us a breakthrough for Alzheimer's and other Dementia's in Jesus name I pray, Amen #Alzheimers #Dementiasucks #endalz",Atheism,AGAINST
2426315467,"@oyasuminaSAE_m good night sae-san, don't forget a pray to god. Wish you sweet dreams.
God Bless You Sae-san :"")","oyasumi minna-san, dont forget pray to god. wish sweet dream.
GBU Minna-san :)",Atheism,AGAINST
2834570816,@StP_BrokenBones @JasonIsbell @wfgamble haha! Of course not. God has a sense of humor. My favorite friends and musicians...,I believe that we are to use our gifts to grow God's Kingdom. Half of the proceeds I receive from this EP(1/2),Atheism,AGAINST
1049020446,The Rev. Beth Scriven preaches on the Wideness of God's Mercy: buff.ly/2eArp9g #episcopal #sermon,The Trinity: God's Song. A #sermon with thanksgiving for the ministry of Mary Carol Schlueter. #episcopal #trinity buff.ly/1TsHV73,Atheism,AGAINST
377775232,"""The Mystery of God"" - Great Video by Bishop-Elect Barron #atheism yewtu.be/2BQSqHrU7ns",Good video--> Bishop-Elect Barron on Planned Parenthood and the Loss of Human Dignity #God #atheism yewtu.be/_blSXFFfU3M,Atheism,AGAINST
104048643,No words to express expect praying to the almighty god to give strength to our brothers and sisters #BachaKhanUniversity,Too much of Increment plz maintain the previous withdrawal limits ........... god save India,Atheism,AGAINST
312480764,Humility and Forgiveness is the righteous price paid for your pride and your demand for justice - This truth leads to personal freedom,"Jude 1:20 you, dear friends, must build each other up in your most holy faith, pray in the power of the Holy Spirit > #God #Jesus",Atheism,AGAINST
3268759716,@Noah_Lugeons awesome show once again. You guys knock it out of the park week after week.,"Pascal's wager is bull.Example:if u don't dance like a chicken you'll die.If u do, you'll be rewarded.Pascal says you should dance. #atheist",Atheism,FAVOR
355470606,"S A T A N!

#atheist
#Atheism","MIRACLES 
#atheism 
#atheist 
#fyilive",Atheism,FAVOR
1286987072,"""Jesus, Son of God
Only You can save me
Suffering on the cross
You gave Your all.""

yewtu.be/watch?v=tJuoj6TQ…

#SundayInspiration","""From far and wide,
O #Canada, we stand on guard for thee.
God keep our land glorious and free!""

ccrweb.ca/en/eritrea-designa… 

#Eritrea",Atheism,AGAINST
47104135,"@LCCSteve Do not let an impossible situation intimidate you, let it motivate you to pray and trust God more! #DoLifeWithUs","""When we pray we are not hoping. When we pray we are declaring. There's a difference"". Pastor Travis Mitchell #DoLifeWithUs",Atheism,AGAINST
2707065429,"maybe if you pray for it, it'll happen","Touche. But it doesn't matter who you pray to. Jesus, God, Ra, and Thor all affect you the same.",Atheism,FAVOR
356026306,"So you agree. Non-belief is the only rational position. Now, admit your atheism and go and have a coffee.","If atheism is a religion and science is its core, why isn't #science tax-exempt?

Oh, because atheism is *not* a religion, you silly person!",Atheism,FAVOR
952682149,"2 Chronicles 13:5-12 NLT(#Read)
The Lord IS MY #CONFIDENCE
I love you Lord, Amen. 
instagram.com/p/BOe8UJKAtq7/
#Jesus #Pray #Love","2Chr 6:3-12 NLT
""Then the king... gave this #blessing: “#Praise the Lord, the God of Israel...""!
instagram.com/p/BN5OmDugJvu/
#Jesus #Pray #Love",Atheism,AGAINST
3000884566,"Signs of an Egyptian Gods!
#zodiacsigns #Gods #Egyptian instagram.com/p/BNCpn3HDDCnr…",God has blessed me in so many ways. Thank you!!!,Atheism,AGAINST
3257810966,@JohnMbafor To which God are you referring?,@JohnMbafor are those lyrics to a country song? That doesn't help narrow down what god you mean. Humans have created thousands!,Atheism,FAVOR
173789958,Perhaps the beasts of this world should aspire to become the gods of the next. #TheLUPOL >> #secular #atheism #theism #futurism #singularity,"The LUPOL provides a real third way between science and religion, the secular and the sacred, theism and atheism. #TheLUPOL",Atheism,FAVOR
27852072,Never underestimate what God will do in your life... He's a great big God!,"Gods LOVE is the real thing... 
it's matchless!! #Jesus",Atheism,AGAINST
17934423,We passed the rubicon into surreal at least a year ago. Let us #pray together that the Lord will protect us anyway.,"Lord, I #pray more Americans will see that the rule of law was turned on its head today & we can't survive as a nation this way. #Hillary",Atheism,AGAINST
1870184766,God promises protection. There shall be no fears within; there shall be no fighting without. #FAITH #SOCIALMEDIA,"@MsKOMusic: ""Let go & let God."" Be about you Father's business. #CHH #Urbangospel #Latinas #Christian ow.ly/10B1Et",Atheism,AGAINST
548626907,"God is joy.
Joy and happiness are not the same. Happiness determines what is around you 
@PastorGoodHeart #RCCGTR #TRJazzChirstmass",The Ministry of the anointing oil is not the wisdom of man but the wisdom of God @TBLaniyi14 #AnointingService #RCCGTR,Atheism,AGAINST
203351820,@timesofindia and the disastrous defence ministers Krishna Menon and fainting St AKAnthony are from god forsaken #Kerala,"#AgustaWestland the def min was fainting St AK Anthony of god forsaken #Kerala 
#AirIndia paid his wife an unknown painter 28cr 4 paintings",Atheism,AGAINST
35814494,CS Lewis and Atheism #cslewis #JesusIsGod,"Search the internet there are  plenty of sites and discussions proven atheism wrong over & over again, good luck!",Atheism,AGAINST
159302754,"Only the Lord give thee wisdom and understanding, and give thee charge concerning Israel, that thou mayest keep the law of the Lord thy God.","Psalm 69:32 The humble shall see this, and be glad: and your heart shall live that seek God. #Jesus #Yeshua",Atheism,AGAINST
2900026083,"Religion and ""morality"" are tools for the ruling elites to subjugate the masses 
#freedom
#Union
#atheism 
#humanism","BEST TWITTER ACCOUNT EVER!
TRIBUTES FOR THE TRIBUTE GOD!",Atheism,FAVOR
383990793,"I am the Lord, the God of all mankind. Is anything too hard for me? Jeremiah 32:27. #WithGodAllThingsArePossible #TrustHim #Jesus",When #fire of God comes in your life it burns up everything that's not like Him&it sets on fire whatever is left to be used for His #glory.,Atheism,AGAINST
2335712275,@marcuslemonis World Class Marcus! Hope whoever wins does good with the money and doesn't blow it on useless items.. #pray #give #selfless,New Lock Screen 🙏🏼🙌🏼 #faith or #fear Which Wolf will you feed? #process #pray #preach,Atheism,AGAINST
3151857912,"Creator of Atheist Apocalypse, @paulsating, joins @secular_stories to talk about entertainment, atheism, & politics

spreaker.com/user/ehtheist/s…","""Who Moved My Cheese?"" is up! Did @MrAtheistPants survive the #apocalypse? #atheism #Comedy

atheistapocalypse.podbean.co…",Atheism,FAVOR
3308732037,"@msbiebzy Hope/pray Same meaning, minus the supernatural.","If you can not remember when you first decided to believe in God, then it was someone else who made the choice for you.",Atheism,FAVOR
3363611549,"I'm about to do a big mistake ! Gonna give myself a haircut ! This is the ""before"" wait for the ""After"" pic .",I just finished not so catastrophic!,Atheism,FAVOR
57388123,@SputnikInt Brahmos name is derived from God brahma it's a creator,@nileshbutani @TrafflineMUM yes time to let god hanuman and others to enjoy peaceful and carbon monoxide free environment,Atheism,FAVOR
3087709502,#Gods #paintings #GoneFishing,#Gods #paintings I'm in love!,Atheism,AGAINST
2587529058,For God's sake @PTCLCares @PTCLOfficial improve service of #Broadband #Internet.I have been facing disconnectivity problem for last 06months,"‘I hate this beard. By God, I hate it’: Iraqi men celebrate their freedom by shaving theguardian.com/global/2016/…",Atheism,AGAINST
1662566360,"That moment when some theists say: ""Even top scientists believe in God.""","If every1 starts saying ""I was sick of making money for someone else, so I became an entrepreneur"", God knows where Indian MBAs r headed to.",Atheism,FAVOR
348812932,#Muslims #Christians we have same #God. #Allah,"Friends are the gifts that God sent to love you.
Enemies are the weapons He sent to make you stronger.",Atheism,AGAINST
1683575401,@tehcoder42 We will pray for you. #JesusSaveHim #Jesus #God #Christ #Hallelujah #Amen,"Ephesians 6:19 [pray] ... that utterance may be given to me in the opening of my mouth, to make known in boldness the mystery of the gospel",Atheism,AGAINST
3260191711,We are so blessed that we to get to hear from God's chosen servants! Always something to learn! #LDSconf,Its really incredible how much this world needs the work of missionaries! #futuremissionary #lds #faith #hope #shallnotfear,Atheism,AGAINST
712746949,"And right now
In the good times and bad
You are on Your throne
You are God alone
#Word
#HOTRChrismas
#HOTRService","Christmas is about the best gift God has given to us – Jesus Christ
John 3:16
#Word
#HOTRChristmas
#HOTRService",Atheism,AGAINST
3273319902,"IF GOD BROUGHT YOU TO IT , HE'LL BRING YOU THROUGH IT.
#FAITH #GODKNOWS #WHATHEDOING #BEPATIENT #TRUSTANDBELIEVE",Retweet please God help us,Atheism,AGAINST
468379383,The complexion of my future is filtered in color no normalities we slash mediocrity...pray to God always @IssaRae,Watch and Pray,Atheism,AGAINST
3010762010,"Retweeted Women Of Christ (@Women_Of_Christ):

Place your desires before God. Pray about them and trust God to... fb.me/4Nx7HwG2E","Gods plans are better than anything you could ever come up with. God has the most amazing plans for you! TRUST HIM!
#Jesuslovesyou",Atheism,AGAINST
1428039019,For #God  is not unjust. He will not forget how hard you have worked for him and how you have shown your love to him by... Hebrews 6:10 NLT,I love the #Lord because he hears my voice + my #prayer for mercy..... I will #pray as long as I have breath! #Psalms  116:1-2 NLT,Atheism,AGAINST
2738526278,"Jesus said to him,
“I am the way, the truth,
and the life. No one comes
to the Father except through Me.
John 14:6
#ThursdayThoughts 
#pray","MERRY CHRISTMAS!
To all sons and daughters of God.
#mondaymotivation #MondayMorning #ImAnArtistBecause #LetsFaceMoney #Giants #NewYork #pray",Atheism,AGAINST
2578857973,This world isn’t my home. God will allow life to make you uncomfortable to remind you not to feel too good here. Homeward bound 🙏🏾,This isn’t a verse to be used to get God to join your campaign. A major part of the problem lies in the fact that our minds are conditioned by our heart posture to approach scripture to GET.,Atheism,AGAINST
1547761836,Stay alone with #God. Give time for your relationship with Him.,"Our outreach finish.... New friends, new experiences and new blessings is result from this. God is good!!",Atheism,AGAINST
39857486,"God of Mercy, in this season we recognize those in need of your compassion.  Allow us to be the instruments through which you work. #prayer","God with us, most precious gift, we give you all our thanks and praise. Hallelujah! #prayer",Atheism,AGAINST
1088909654,God is sooooo awesome. Mw! ❤️,"God created the Human Race, pigmentation of ones skin means nothing, people.",Atheism,AGAINST
2412448794,"Dr. Jeffrey Lang: From Atheism to Belief - A Journey to #Islam in North America   
yewtu.be/watch?v=jWG6tMPd…
#religion","All things belong to God. Muslims are enjoined to earn and spend their wealth in ways that are  acceptable to God. 
#Charity.",Atheism,AGAINST
569581021,"Like atheism, hubris becomes a religion after a while...",Pilate then took Jesus and had Him scourged #rosary #prayer #teamjesus #faith #God,Atheism,AGAINST
140989303,God thank you I appreciate you doing everything you do for me 😤,God starting his ish again!!! This exactly why I don’t worry about nothing anymore he always give me what I need 😤🤝🏾,Atheism,AGAINST
371397087,You're #better of #cooperating wirh #GOD than #sidelining HIM!,You #stand a #better #chance #aligning with #GOD!,Atheism,AGAINST
2381198785,"2Chron 26:5 As long as he sought the Lord, God gave him success. #success #thesource #simple","Lord, thank u for the transformation as people experience the power, passion & purity of God. Come, Holy Spirit & fill me today. #BiOY",Atheism,AGAINST
2915212368,There is no such thing as exhausting our experience of God's love,God always longs to hear from us,Atheism,AGAINST
2551981338,ift.tt/2iozGRl JAIF president urges reactor restarts to fight climate change #Nuclear,"#Climate deniers, conspiracists and 1%ers: Trump's cabinet of characters on @guardian theguardian.com/us-news/2016…",Climate Change is a Real Concern,FAVOR
498700046,MARRAKECH ACTION PROCLAMATION FOR OUR CLIMATE AND SUSTAINABLE DEVELOPMENT  pacja.org/index.php/what-we-…,"GLOBAL COOPERATION ON CLIMATE CHANGE HAS TO BE INCLUSIVE, DURABLE AND FAIR pacja.org/index.php/media-in…",Climate Change is a Real Concern,FAVOR
348509295,Proud to be part of the Brussels human chain. Tous ensemble for a Climate future. #WeAreMarching @Climate_Express,Yes! @stubru gaat mee naar Parijs! En jij? #Cop21Paris @Climate_Express #movetheclimate,Climate Change is a Real Concern,FAVOR
2339795449,@helmholtz_os @ScientificData @iedadata @GBIF @IEDRO @ORNLDAAC @USGS_CDI @ESIPfed @igsorg @IUGG2016 @WCRP_climate @NOAANCEIclimate @EPOSeu,I will march for the #climate in Tokyo before @COP21! I will also march for Clémence who cannot in France #March4me march4me.org,Climate Change is a Real Concern,FAVOR
1901332344,Cutting NASA climate science funding will also hurt weather prediction. edf.org/hLu via @EnvDefenseFund @ClimateWeave,"“F*ck it.” - actor Ed Asner, on climate change.

New @FunnyOrDie & @DefendOurFuture #EarthDay video! #ActOnClimate bit.ly/1SVA00B",Climate Change is a Real Concern,FAVOR
2483966217,Fuck global warming,@KonouKaren fucking global warming,Climate Change is a Real Concern,FAVOR
517997193,"Oh what a ""tangled web"" we weave re #climate #change re our #capitalistic #ideology, #shameful! Why? We ""know better"" with #facts in hand!",This one weird trick will not convince conservatives to fight climate change vox.com/science-and-health/2… via @voxdotcom,Climate Change is a Real Concern,FAVOR
300182014,"City leaders acting as true leaders on climate change, despite potential opposition from central government: buff.ly/2iw49gX","City leaders acting as true leaders on climate change, despite potential opposition from central government:... fb.me/18AE7CFxq",Climate Change is a Real Concern,FAVOR
206972203,bodes well for cohesive climate policy determined by fossil fuel lobbyists and America First operatives :(,@twkovach @schmangee you know highway engineers're actually super prescient climate hawks? & PEOTUS Interior team for 'Moral' fossil fuels,Climate Change is a Real Concern,FAVOR
19955349,"Exactly. I had somehow forgotten peak oil with all the global warming (and pandemic) messages. It's not about global warming, it's about peak oil.

It's not ""save the planet"", it's ""save the last oil reserves for us"".",That moment when Canadians realised global warming doesn't equal a tropical vacation #BCwildfire #Canadaburns #globalwarming,Climate Change is a Real Concern,FAVOR
3248100462,#Russia continues to show that it doesn't care to be a collaborative member in this global society. #highered,"How to train your faculty to #teach #online.
#highered #onlinelearning",Climate Change is a Real Concern,FAVOR
33856647,#PerrySheffield: #climate global burden of #disease mostly affecting #children under 5! #confAF2016,Co-presenter with @hilarybambrick #reserch on #climate sensitive #health #risks in vulnerable #Pacific #islands #CFCC15 #S3321@uomeurostuds,Climate Change is a Real Concern,FAVOR
63433488,Amazon’s newest warehouse is testing the limits of automation and human-machine collaboration- #HumanRobotSymbiosis,Prepare the #Future instead of trying to protect the past that cannot be saved.- https://medium.com/@loic/dear-president-hollande-b5b339a560bd - ( #Uber #Taxi ) like ( #CD #mp3 ),Climate Change is a Real Concern,NONE
3253195579,Repost: Climate change is happening. Here's how we adapt: http://t.ted.com/Ym4zaCF,buff.ly/1gcNVUK Its crazy how much power that technology and the Internet has given to everyone. It's up to us to utilize it#startup,Climate Change is a Real Concern,FAVOR
